ncescode,name,type,levelcode,rating,frpl,enrollment,white,black,hispanic,asian,multiracial,native_american,street,city,state,zip,county,fipscounty,lat,lon,districtid,districtname
61623002017,Chaparral High School,public,h,3,.70099998,257,.445122,.131098,.314024,.027439021,.064024404,.0121951,1600 North Cuyamaca Street,El Cajon,CA,,San Diego,6073,32.816875,-116.97968,688,Grossmont Union High School District
61623002018,El Cajon Valley High School,public,h,6,.89300001,2178,.46188301,.089125603,.38957399,.02914796,.0263453,.00336323,1035 East Madison Avenue,El Cajon,CA,,San Diego,6073,32.800156,-116.94729,688,Grossmont Union High School District
61623002019,El Capitan High School,public,h,6,.46599999,1713,.64042199,.0123993,.240546,.01115933,.063236199,.017978899,10410 Ashwood Street,Lakeside,CA,,San Diego,6073,32.868095,-116.91666,688,Grossmont Union High School District
61623002020,Granite Hills High School,public,h,8,.46599999,2752,.56870401,.0163488,.29817,.0179058,.061891802,.0073958701,1719 East Madison Avenue,El Cajon,CA,,San Diego,6073,32.800186,-116.91681,688,Grossmont Union High School District
61623002022,Grossmont High School,public,h,7,.52600002,2602,.46265501,.059325699,.36534399,.0345711,.0725566,.00341443,1100 Murray Drive,La Mesa,CA,,San Diego,6073,32.78067,-116.98498,688,Grossmont Union High School District
61623002023,Helix High School,charter,h,8,.50800002,2463,.19447801,.177671,.46138501,.069227703,.092036799,.0024009601,7323 University Avenue,La Mesa,CA,,San Diego,6073,32.755932,-117.03981,688,Grossmont Union High School District
61623002024,Monte Vista High School,public,h,7,.76099998,1795,.162724,.1206,.58222699,.05135601,.0761685,.0063473699,3230 Sweetwater Springs Boulevard,Spring Valley,CA,,San Diego,6073,32.73774,-116.9737,688,Grossmont Union High School District
61623002025,Mount Miguel High School,public,h,4,.78600001,1556,.103922,.18104599,.57254899,.086928099,.043790899,.00196078,8585 Blossom Lane,Spring Valley,CA,,San Diego,6073,32.722828,-117.01692,688,Grossmont Union High School District
61623002026,Santana High School,public,h,8,.32800001,1411,.65425497,.0079787197,.210106,.02194149,.091090403,.0053191502,9915 North Magnolia Avenue,Santee,CA,,San Diego,6073,32.857281,-116.97101,688,Grossmont Union High School District
61623002027,Grossmont Union High Special Education Program School,public,h,4,1,62,,,.5,,.5,,1100 Murray Drive,La Mesa,CA,,San Diego,6073,32.78067,-116.98498,688,Grossmont Union High School District
61623002028,Valhalla High School,public,h,8,.42500001,2237,.60358697,.044832502,.231241,.036337972,.058518201,.0056630499,1725 Hillsdale Road,El Cajon,CA,,San Diego,6073,32.760456,-116.92088,688,Grossmont Union High School District
61623008594,Steele Canyon High School,charter,h,7,.20900001,2175,.552607,.060986999,.314711,.038175039,.018622,.0097765401,12440 Campo Road,Spring Valley,CA,,San Diego,6073,32.72979,-116.9267,688,Grossmont Union High School District
61623008595,Gateway Community Day School,public,h,,,20,,,,,,,8691 Echo Drive,La Mesa,CA,,San Diego,6073,32.756329,-117.0095,688,Grossmont Union High School District
61623009141,West Hills High School,public,h,8,.34799999,1956,.63243502,.0111845,.213015,.02999487,.107778,.00254194,8756 Mast Boulevard,Santee,CA,,San Diego,6073,32.849819,-117.01296,688,Grossmont Union High School District
61623010308,Phoenix High School,public,h,3,.58099997,112,.58139497,.046511602,.27906999,.0077519398,.0620155,.0077519398,1600 North Cuyamaca Street,El Cajon,CA,,San Diego,6073,32.816875,-116.97968,688,Grossmont Union High School District
61623010628,Viking Center,public,h,,.667,30,.555556,.111111,.166667,.083333403,.055555601,.0277778,1751 Hillsdale Road,El Cajon,CA,,San Diego,6073,32.760456,-116.92088,688,Grossmont Union High School District
61623010629,Work Training Center,public,h,,,37,,,,,,,230 Jamacha Road,El Cajon,CA,,San Diego,6073,32.793732,-116.93597,688,Grossmont Union High School District
61623010630,Grossmont Middle College High School,public,h,9,.30399999,69,.65822798,.025316499,.22784799,,.075949401,.0126582,8800 Grossmont College Drive,El Cajon,CA,,San Diego,6073,32.814919,-117.00892,688,Grossmont Union High School District
61623011229,Gateway West Community Day School,public,h,,,15,,,,,,,8693 La Mesa Boulevard,La Mesa,CA,,San Diego,6073,32.769501,-117.00992,688,Grossmont Union High School District
61623012282,Liberty Charter School,charter,"e,m,h",,,246,,,,,,,1012 East Bradley Avenue,El Cajon,CA,,San Diego,6073,32.819107,-116.94749,688,Grossmont Union High School District
61623013638,Grossmont Adult Center,public,"e,m,h",,,,,,,,,,1100 Murray Drive,El Cajon,CA,,San Diego,6073,32.782566,-116.99037,688,Grossmont Union High School District
61623013677,Reach Academy,public,h,,.87199998,,.410256,.23076899,.25641,.025641,.0512821,.025641,230 Jamacha Road,El Cajon,CA,,San Diego,6073,32.793613,-116.93495,688,Grossmont Union High School District
61623013711,Merit Academy,public,h,,.68099999,,.61702102,.042553201,.255319,.042553201,,.021276601,1600 North Johnson Avenue,El Cajon,CA,,San Diego,6073,32.816956,-116.97102,688,Grossmont Union High School District
61626002029,Mary Buren Elementary School,public,"p,e",1,.79100001,855,.0171625,.0034324899,.977117,.0011441601,,.0011441601,1050 Peralta Street,Guadalupe,CA,,Santa Barbara,6083,34.969372,-120.5674,565,Guadalupe Union Elementary
61626002030,Kermit Mckenzie Junior High School,public,m,3,.82999998,359,.0223464,.0055865902,.95530701,.0139665,.0027933,,4710 West Main Street,Guadalupe,CA,,Santa Barbara,6083,34.956234,-120.57789,565,Guadalupe Union Elementary
61630001110,Cucamonga Elementary School,public,e,4,.74000001,525,.101923,.111538,.72692299,.05576928,,.00192308,8677 Archibald Avenue,Rancho Cucamonga,CA,,San Bernardino,6071,34.095314,-117.59345,602,Cucamonga Elementary
61630001111,Los Amigos Elementary School,public,e,5,.78100002,488,.084710702,.068181798,.79338801,.04752066,.00206612,.0041322298,8496 Ninth Street,Rancho Cucamonga,CA,,San Bernardino,6071,34.095798,-117.61995,602,Cucamonga Elementary
61630001112,Rancho Cucamonga Middle School,public,m,6,.67400002,889,.096815303,.15286601,.66369402,.073885411,.0076433099,.0038216601,10022 Feron Boulevard,Rancho Cucamonga,CA,,San Bernardino,6071,34.093861,-117.58631,602,Cucamonga Elementary
61630009841,The Ontario Center,public,e,4,.63200003,727,.10745,.217765,.56160498,.08022923,.025788,.00143266,835 North Center Avenue,Ontario,CA,,San Bernardino,6071,34.07312,-117.58097,602,Cucamonga Elementary
61632002031,Guerneville Elementary School,public,"e,m",8,.63300002,285,.629893,.071174398,.263345,.01067616,.00711744,.0177936,14630 Armstrong Woods Road,Guerneville,CA,,Sonoma,6097,38.507072,-122.99705,815,Guerneville Elementary
61632010430,Guerneville Community Day School,public,m,,,,,,,,,,14630 Armstrong Woods Road,Guerneville,CA,,Sonoma,6097,38.507072,-122.99705,815,Guerneville Elementary
61632302032,Gustine Elementary School,public,e,2,.884,559,.15917,.0086505199,.81833899,.0051903101,.0086505199,,2806 West Grove Avenue,Gustine,CA,,Merced,6047,37.248325,-120.99887,409,Gustine Unified
61632302033,Gustine High School,public,h,6,.70599997,499,.2393,,.74124497,.017509731,.0019455299,,501 North Avenue,Gustine,CA,,Merced,6047,37.260227,-121.00021,409,Gustine Unified
61632308853,Pioneer High (Continuation) School,public,h,,.81800002,14,.045454498,,.95454502,,,,501 North Avenue,Gustine,CA,,Merced,6047,37.260227,-121.00021,409,Gustine Unified
61632309552,Romero Elementary School,public,e,1,.95200002,274,.070175402,.0087719299,.890351,.03070176,,,13500 West Luis Road,Santa Nella,CA,,Merced,6047,37.092896,-121.01989,409,Gustine Unified
61632309842,Gustine Middle School,public,m,5,.82999998,366,.18791901,.0044742702,.769575,.022371391,.015659999,,28075 Sullivan Road,Gustine,CA,,Merced,6047,37.251228,-121.00103,409,Gustine Unified
61632502036,Baldwin Academy,public,"e,m",7,.90700001,744,.0108254,.0027063601,.92828101,.050067641,.0067659002,,1616 Griffith Avenue,La Puente,CA,,Los Angeles,6037,34.048077,-117.943,279,Hacienda La Puente Unified School District
61632502037,Bixby Elementary School,public,e,5,.86400002,326,.051020399,.0238095,.84013599,.074829958,,.00680272,16446 Wedgeworth Drive,Hacienda Heights,CA,,Los Angeles,6037,33.99752,-117.94821,279,Hacienda La Puente Unified School District
61632502038,California Elementary School,public,"e,m",6,.926,485,.0076335901,.0076335901,.954198,.02798979,.00254453,,1111 California Avenue,La Puente,CA,,Los Angeles,6037,34.044617,-117.95547,279,Hacienda La Puente Unified School District
61632502040,Del Valle Elementary School,public,"e,m",6,.94,512,.00642398,,.97002101,.02355453,,,801 North Del Valle Street,La Puente,CA,,Los Angeles,6037,34.032909,-117.94373,279,Hacienda La Puente Unified School District
61632502046,Grazide Elementary School,public,e,10,.28799999,621,.082758598,.0155172,.327586,.56379348,.0103448,,2850 Leopold Avenue,Hacienda Heights,CA,,Los Angeles,6037,33.983662,-117.9621,279,Hacienda La Puente Unified School District
61632502048,Kwis Elementary School,public,e,6,.861,350,.050139301,,.86072397,.089136459,,,1925 South Kwis Avenue,Hacienda Heights,CA,,Los Angeles,6037,34.000969,-117.97353,279,Hacienda La Puente Unified School District
61632502049,La Puente High School,public,h,4,.87800002,1595,.0137976,.0118265,.93823898,.03153741,.0013140599,.00328515,15615 East Nelson Avenue,La Puente,CA,,Los Angeles,6037,34.024803,-117.95552,279,Hacienda La Puente Unified School District
61632502051,Lassalette,public,"e,m",5,.94199997,695,.0201439,.0028776999,.93956798,.034532391,.00143885,.00143885,14333 Lassalette Street,La Puente,CA,,Los Angeles,6037,34.044468,-117.9715,279,Hacienda La Puente Unified School District
61632502052,Los Altos Elementary School,public,e,9,.52100003,359,.075520799,.0052083302,.69791698,.1953125,.0234375,.00260417,15565 Los Altos Drive,Hacienda Heights,CA,,Los Angeles,6037,33.988483,-117.97894,279,Hacienda La Puente Unified School District
61632502053,Los Altos High School,public,h,6,.64899999,2053,.07,.013,.82050002,.092500001,.001,.0015,15325 East Los Robles Avenue,Hacienda Heights,CA,,Los Angeles,6037,34.008579,-117.97652,279,Hacienda La Puente Unified School District
61632502054,Los Molinos Elementary School,public,e,10,.40900001,,.055555601,.0087719299,.74853802,.18128678,.00584795,,3112 S Las Marias Avenue,Hacienda Heights,CA,,Los Angeles,6037,33.983486,-117.97874,279,Hacienda La Puente Unified School District
61632502055,Los Robles Academy,public,e,7,.73000002,515,.048128299,,.89304799,.050802089,.0080213901,,1530 South Ridley Avenue,Hacienda Heights,CA,,Los Angeles,6037,34.010918,-117.98819,279,Hacienda La Puente Unified School District
61632502056,Mesa Robles School,public,"e,m",9,.41,1087,.080292001,.0100365,.40510899,.47810182,.024635,.00091240898,16060 Mesa Robles Drive,Hacienda Heights,CA,,Los Angeles,6037,33.993351,-117.96086,279,Hacienda La Puente Unified School District
61632502057,Nelson Elementary School,public,"e,m",5,.94300002,427,.0103359,.0129199,.95090401,.020671859,.0025839801,.0025839801,330 North California Avenue,La Puente,CA,,Los Angeles,6037,34.034008,-117.96665,279,Hacienda La Puente Unified School District
61632502058,Newton Middle School,public,m,7,.648,587,.070351802,.016750401,.77219403,.12897816,.0083752098,.00167504,15616 Newton Street,Hacienda Heights,CA,,Los Angeles,6037,33.997768,-117.97379,279,Hacienda La Puente Unified School District
61632502059,Orange Grove Middle School,public,m,6,.713,651,.037037,.0052910098,.915344,.02998241,.0088183396,,14505 Orange Grove Avenue,Hacienda Heights,CA,,Los Angeles,6037,34.010159,-117.99491,279,Hacienda La Puente Unified School District
61632502060,Palm Elementary School,public,e,5,.89600003,422,.024691399,.0024691401,.91358,.049382709,.0074074101,.0024691401,14740 East Palm Avenue,Hacienda Heights,CA,,Los Angeles,6037,34.015202,-117.98674,279,Hacienda La Puente Unified School District
61632502062,Sierra Vista Middle School,public,m,6,.921,376,.0175953,.0087976502,.92375398,.049853351,,,15801 Sierra Vista Court,La Puente,CA,,Los Angeles,6037,34.030689,-117.94786,279,Hacienda La Puente Unified School District
61632502063,Sparks Elementary School,public,"e,m",6,.95200002,448,.0114504,.0038167899,.95610702,.02480918,.0019084,.0019084,15151 East Temple Avenue,La Puente,CA,,Los Angeles,6037,34.035812,-117.95855,279,Hacienda La Puente Unified School District
61632502064,Sparks Middle School,public,m,6,.94700003,528,.0060975598,.016260199,.92886198,.046747901,.00203252,,15100 Giordano Street,La Puente,CA,,Los Angeles,6037,34.036572,-117.95681,279,Hacienda La Puente Unified School District
61632502065,Sunset Elementary School,public,"e,m",7,.93000001,280,.0187793,,.92488301,.05164317,.0046948399,,800 North Tonopah Avenue,La Puente,CA,,Los Angeles,6037,34.045746,-117.96692,279,Hacienda La Puente Unified School District
61632502066,Sunset School,public,"e,m",,.565,41,,.043478299,.73913002,.2173913,,,800 North Tonopah Avenue,La Puente,CA,,Los Angeles,6037,34.045746,-117.96692,279,Hacienda La Puente Unified School District
61632502067,Temple Academy,public,"e,m",4,.96200001,319,.017182101,.0137457,.91752601,.051546399,,,635 California Avenue,La Puente,CA,,Los Angeles,6037,34.0378,-117.9627,279,Hacienda La Puente Unified School District
61632502068,Valinda School Of Academics,public,"e,m",6,.88300002,618,.0252252,.0054054102,.88468498,.081081003,.0018018,.0018018,1030 Indian Summer Avenue,Valinda,CA,,Los Angeles,6037,34.036835,-117.93004,279,Hacienda La Puente Unified School District
61632502069,Valley Alternative High (Continuation) School,public,h,1,.83600003,121,.046875,.0078125,.90625,.0390625,,,15430 Shadybend Drive,Hacienda Heights,CA,,Los Angeles,6037,34.011383,-117.97205,279,Hacienda La Puente Unified School District
61632502070,Wedgeworth Elementary School,public,e,9,.45199999,340,.0221607,.0110803,.33518001,.57617772,.055401701,,16949 Wedgeworth Drive,Hacienda Heights,CA,,Los Angeles,6037,33.995853,-117.93669,279,Hacienda La Puente Unified School District
61632502072,Glen A. Wilson High School,public,h,8,.56599998,1737,.048585501,.0116851,.54181999,.38806921,.0067650699,.0030750299,16455 Wedgeworth Drive,Hacienda Heights,CA,,Los Angeles,6037,33.997288,-117.93789,279,Hacienda La Puente Unified School District
61632502073,Wing Lane Elementary School,public,e,4,.921,347,.0091463402,.0030487799,.91768301,.036585402,.033536602,,16605 Wing Lane,Valinda,CA,,Los Angeles,6037,34.027943,-117.92874,279,Hacienda La Puente Unified School District
61632502074,William Workman High School,public,h,5,.89499998,1224,.0207792,.012987,.901299,.056276999,.0051948102,.0034632001,16303 East Temple Avenue,City Of Industry,CA,,Los Angeles,6037,34.028126,-117.93716,279,Hacienda La Puente Unified School District
61632502075,Workman Elementary School,public,"e,m",6,.91399997,458,.0221729,.0044345902,.93126398,.031042069,.0066518802,.0044345902,16000 Workman Street,La Puente,CA,,Los Angeles,6037,34.021599,-117.94782,279,Hacienda La Puente Unified School District
61632507159,Fairgrove Academy,public,"e,m",7,.84600002,927,.020925101,.0132159,.92731303,.03524226,.0022026401,.00110132,15540 Fairgrove Avenue,La Puente,CA,,Los Angeles,6037,34.040642,-117.94566,279,Hacienda La Puente Unified School District
61632509143,Puente Hills High School,public,"m,h",3,.77399999,132,.089041099,.0205479,.77397299,.1027397,.0068493201,.0068493201,15430 Shadybend Drive,Hacienda Heights,CA,,Los Angeles,6037,34.031258,-117.99094,279,Hacienda La Puente Unified School District
61632511282,Valley Community Day School,public,"m,h",,.833,39,,,1,,,,15430 Shadybend Drive,Hacienda Heights,CA,,Los Angeles,6037,34.031258,-117.99094,279,Hacienda La Puente Unified School District
61632511364,"Grandview, College Preparatory Academy",public,"e,m",6,.88800001,739,.0264317,.0146843,.88105702,.067547761,.010279,,795 North Grandview Lane,Valinda,CA,,Los Angeles,6037,34.032284,-117.9217,279,Hacienda La Puente Unified School District
61632512808,Cedarlane Academy,public,"e,m",5,.82099998,612,.071929798,.0105263,.76140398,.1473687,.0087719299,,16333 Cedarlane Drive,Hacienda Heights,CA,,Los Angeles,6037,33.999104,-117.95124,279,Hacienda La Puente Unified School District
61632513034,Palm Canyon,public,h,,,17,,,,,,,,Hacienda Heights,CA,,Los Angeles,6037,34.012005,-117.97873,279,Hacienda La Puente Unified School District
61647002079,Jefferson Elementary School,public,"e,m",,.46900001,,.244792,.036458299,.69791698,.0052083302,.0104167,.0052083302,511 West Malone Street,Hanford,CA,,Kings,6031,36.338978,-119.65225,188,Hanford Elementary
61647002080,Lincoln Elementary School,public,"e,m",4,.98500001,492,.032751098,.098253302,.84279501,.01528381,.010917,,832 South Harris Street,Hanford,CA,,Kings,6031,36.315693,-119.64262,188,Hanford Elementary
61647002081,Monroe Elementary School,public,"e,m",7,.78799999,674,.247407,.051851802,.63999999,.016296331,.034074102,.0103704,300 Monroe Drive,Hanford,CA,,Kings,6031,36.350327,-119.64984,188,Hanford Elementary
61647002082,Lee Richmond Elementary School,public,"e,m",4,.90499997,393,.15265501,.039822999,.76991099,.01327434,.022123899,.0022123901,939 Katie Hammond Street,Hanford,CA,,Kings,6031,36.341354,-119.632,188,Hanford Elementary
61647002083,Roosevelt Elementary School,public,"e,m",6,.96499997,478,.085603103,.040856,.83657598,.01945528,.0136187,.0019455299,870 Davis Street,Hanford,CA,,Kings,6031,36.318092,-119.65824,188,Hanford Elementary
61647002084,Woodrow Wilson Junior High School,public,m,6,.76700002,602,.193388,.067768604,.68925601,.038016502,.00330579,.0082644597,601 West Florinda Street,Hanford,CA,,Kings,6031,36.334888,-119.65373,188,Hanford Elementary
61647003154,John F. Kennedy Junior High School,public,m,5,.847,540,.171756,.095419802,.72137398,.00572519,.0019084,.0038167899,1000 East Florinda Street,Hanford,CA,,Kings,6031,36.335899,-119.62908,188,Hanford Elementary
